rep,Activity ID,Activity Date,Activity Name,sport,Activity Description,duration,distance,Max Heart Rate...8,relative_effort,Commute...10,Activity Gear,Athlete Weight,Bike Weight,Elapsed Time...15,Moving Time,Distance...17,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate...30,Average Heart Rate,Max Watts,Calories,Max Temperature,Average Temperature,Relative Effort...37,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute...48,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,duration_mins,relative_effort_min,year
3906,5511346461,"Jun 22, 2021, 1:42:57 PM",Morning Run,Run,NA,3831,9.81,160,160,FALSE,Slippy_Gs,NA,NA,3831,3814,9818,5.80000019073486,2.57420039176941,27,34,-2.20000004768372,35.2000007629395,8,-0.0285190474241972,NA,NA,82.2479858398438,99,NA,156.346267700195,NA,799,NA,18,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9874.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,63.85,2.505873140172279,2021
3907,5516915370,"Jun 23, 2021, 1:27:43 PM",85p bf run,Run,Swishy. Had chips and salsa. Right side lat-trap still messed up.,3931,9.79,198,148,FALSE,Dark Horse,NA,NA,3931,3906,9794,4,2.5074245929718,34,31,-2.20000004768372,33.5999984741211,9.10000038146973,0.0163365323096514,NA,NA,81.7477951049805,98,NA,153.725875854492,NA,768,NA,20,148,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9866.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,65.51666666666667,2.258967183922666,2021
3908,5522126589,"Jun 24, 2021, 1:42:43 PM",80p bf run,Run,Too much salt. Too little sleep. Still sore on right side.,3910,9.77,176,165,FALSE,Slippy_Gs,NA,NA,3910,3842,9773,4.40000009536743,2.54372715950012,28,34,-2.59999990463257,33.4000015258789,8.30000019073486,-0.0204645451158285,NA,NA,82.3761901855469,98,NA,147.145294189453,NA,931,NA,20,165,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9834.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.16666666666667,2.5319693094629154,2021
3909,5527206672,"Jun 25, 2021, 1:39:30 PM",80p bf run,Run,"Salt again last night. 
Right side still sore as heck and messed up.",3822,9.82,77,6,FALSE,Dark Horse,NA,NA,3822,3772,9821,4.80000019073486,2.60365843772888,22,24,-3.40000009536743,29.3999996185303,10.8999996185303,0.00407290505245328,NA,NA,82.7290191650391,103,NA,76.22509765625,NA,197,NA,21,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9883.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,63.7,0.09419152276295133,2021
3910,5532490784,"Jun 26, 2021, 1:42:45 PM",80p bf run,Run,Salt and sore.,3950,9.8,183,205,FALSE,Slippy_Gs,NA,NA,3950,3925,9802,4.40000009536743,2.49732494354248,24,34,-3.20000004768372,33.5999984741211,11.3999996185303,-0.030605997890234,NA,NA,81.9428787231445,127,NA,165.211700439453,NA,1050,NA,21,205,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9869.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.83333333333333,3.1139240506329116,2021
3911,5542960987,"Jun 28, 2021, 1:38:14 PM",80p bf run,Run,NA,3913,9.81,183,212,FALSE,Slippy_Gs,NA,NA,3913,3885,9811,5,2.52535390853882,28,34,-3,33.4000015258789,10,-0.038732036948204,NA,NA,81.8051452636719,108,NA,166.361145019531,NA,1024,NA,21,212,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9870.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.21666666666667,3.2507027855865065,2021
3912,5548368389,"Jun 29, 2021, 1:40:48 PM",80p bf run,Run,NA,3953,9.78,179,212,FALSE,Dark Horse,NA,NA,3953,3938,9787,4.80000019073486,2.485271692276,27,30,-1.39999997615814,35.4000015258789,8.89999961853027,-0.0470011234283447,NA,NA,81.3997116088867,106,NA,163.620941162109,NA,1023,NA,22,212,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9842.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,65.88333333333334,3.2178092587907914,2021
3913,5553597714,"Jun 30, 2021, 1:34:43 PM",85p bf,Run,NA,3932,9.8,165,22,FALSE,Slippy_Gs,NA,NA,3932,3923,9803,4.59999990463257,2.49885296821594,30,33,-7,29,8.89999961853027,-0.00204019178636372,NA,NA,82.0839538574219,105,NA,90.9714431762695,NA,308,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9869.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.53333333333333,0.335707019328586,2021
3914,5558412907,"Jul 1, 2021, 1:38:44 PM",80p bf run,Run,Swishy run. Taking a lot of ibuprofen.,3980,9.83,172,198,FALSE,Dark Horse,NA,NA,3980,3977,9836,4.19999980926514,2.47322106361389,31,34,-3.79999995231628,33.5999984741211,10,-0.05083367228508,NA,NA,81.8780136108398,101,NA,158.837539672852,NA,949,NA,22,198,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9890.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,66.33333333333333,2.984924623115578,2021
3915,5563465838,"Jul 2, 2021, 1:39:10 PM",80p bf run,Run,"Way too much salt last night. 
Motrin dosing. 
Bouncy but not swishy.",4062,9.8,195,248,FALSE,Slippy_Gs,NA,NA,4062,4007,9799,4.40000009536743,2.44547033309937,28,33,-3,34.7999992370606,12,-0.0428615175187588,NA,NA,81.8505096435547,96,NA,174.677398681641,NA,1096,NA,21,248,NA,NA,NA,NA,NA,3,NA,NA,0,33,0,NA,1,9860.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,67.7,3.6632200886262924,2021
3916,5574389138,"Jul 4, 2021, 1:39:06 PM",80p bf run,Run,Struggled a bit. Pain. Bouncy.,4222,10.27,184,215,FALSE,Slippy_Gs,NA,NA,4222,4197,10277,4.59999990463257,2.44865369796753,43,43,-3.59999990463257,36.2000007629395,12.5,-0.062274981290102,NA,NA,81.3961410522461,112,NA,162.732833862305,NA,1111,NA,20,215,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,10360.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,70.36666666666666,3.0554239696826153,2021
3917,5579003385,"Jul 5, 2021, 1:36:26 PM",80p bf run,Run,NA,3943,9.709999999999999,187,161,FALSE,Dark Horse,NA,NA,3943,3942,9709,3.79999995231628,2.46296286582947,37,34,-5.40000009536743,35.4000015258789,10,-0.0700381100177765,NA,NA,81.7960739135742,93,NA,155.420074462891,NA,927,NA,20,161,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9782.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,65.71666666666667,2.4499112351001773,2021
3918,5584461230,"Jul 6, 2021, 1:38:23 PM",Morning Run,Run,NA,4085,9.83,192,186,FALSE,Slippy_Gs,NA,NA,4085,3997,9829,4.19999980926514,2.45909428596497,31,33,-3,37.4000015258789,10,-0.0915657728910446,NA,NA,81.9431076049805,102,NA,159.464584350586,NA,914,NA,20,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9884.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.08333333333333,2.731946144430845,2021
3919,5590313764,"Jul 7, 2021, 1:31:52 PM",Morning Run,Run,NA,4069,9.850000000000001,175,202,FALSE,Slippy_Gs,NA,NA,4069,4035,9856,4.40000009536743,2.442626953125,24,31,-2.79999995231628,35.2000007629395,10,-0.0608766227960587,NA,NA,82.0259475708008,102,NA,160.699096679688,NA,1019,NA,21,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9916.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,67.81666666666666,2.978618825264193,2021
3920,5595002301,"Jul 8, 2021, 1:36:52 PM",85p bf run,Run,Sore still. Mild gaze stabilization challenges.,4105,10.19,NA,NA,FALSE,Slippy_Gs,NA,NA,4105,4069,10194,4.59999990463257,2.50528383255005,31,31,-3.20000004768372,34.2000007629395,13.3000001907349,0.00784775335341692,NA,NA,82.8022918701172,99,NA,NA,NA,693,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,10269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.41666666666667,NA,2021
3921,5605451373,"Jul 10, 2021, 1:39:56 PM",85p bf run,Run,Not bad. Pain down a bit in right shoulder.,4095,9.870000000000001,165,176,FALSE,Slippy_Gs,NA,NA,4095,4095,9872,4.80000019073486,2.4107449054718,34,33,-3.20000004768372,34.7999992370606,12.5,0.0141815235838294,NA,NA,82.0272827148438,98,NA,143.016479492188,NA,885,NA,23,176,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9945.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.25,2.578754578754579,2021
3922,5611289689,"Jul 11, 2021, 1:44:10 PM",80p bf run,Run,Not super really. Bouncy and sore.,4163,9.850000000000001,192,251,FALSE,Dark Horse,NA,NA,4163,4116,9853,5.5,2.39382886886597,31,27,1.60000002384186,38,12,0.0162387099117041,NA,NA,82.0905456542969,97,NA,169.920394897461,NA,1159,NA,21,251,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9929.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,69.38333333333334,3.6175834734566417,2021
3923,5615856450,"Jul 12, 2021, 1:38:38 PM",80p bf run,Run,Bouncy. Sore but not too bad.,4136,9.82,194,274,FALSE,Slippy_Gs,NA,NA,4136,4130,9826,5.40000009536743,2.37917685508728,30,28,-3.20000004768372,36.4000015258789,10,-0.00610624859109521,NA,NA,81.8375473022461,93,NA,178.122482299805,NA,1169,NA,21,274,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9892.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.93333333333334,3.974854932301741,2021
3924,5621076129,"Jul 13, 2021, 1:40:15 PM",80p bf run,Run,Sore and bouncy.,4065,9.83,205,287,FALSE,Dark Horse,NA,NA,4065,4004,9837,4.59999990463257,2.45679330825806,30,25,-3.59999990463257,34.5999984741211,8.89999961853027,0.0182982608675957,NA,NA,82.3087387084961,104,NA,184.441543579102,NA,1152,NA,21,287,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9912.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,67.75,4.236162361623617,2021
3925,5626555953,"Jul 14, 2021, 1:40:32 PM",80p bf run,Run,NA,4108,9.79,100,11,FALSE,Slippy_Gs,NA,NA,4108,4033,9793,4.19999980926514,2.42821717262268,25,28,-3,34.2000007629395,11.1000003814697,0.00204227515496314,NA,NA,81.8820724487305,92,NA,100,NA,624,NA,22,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9874.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.46666666666667,0.16066212268743915,2021
3926,5636937115,"Jul 16, 2021, 1:39:56 PM",Morning Run,Run,NA,4126,9.81,204,275,FALSE,Slippy_Gs,NA,NA,4126,4115,9816,4.40000009536743,2.38541913032532,33,34,-1.60000002384186,36.4000015258789,11.1000003814697,0.0142624285072088,NA,NA,81.5012817382813,97,NA,181.457931518555,NA,1133,NA,20,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.76666666666667,3.9990305380513815,2021
3927,5642089695,"Jul 17, 2021, 1:39:44 PM",80p bf run,Run,Medium bouncy. Medium right shoulder pain.,4194,9.78,179,209,FALSE,Dark Horse,NA,NA,4194,4167,9785,3.79999995231628,2.34821224212647,28,28,-3,36.2000007629395,10,-0.00817577913403511,NA,NA,81.6669540405273,102,NA,162.054016113281,NA,1099,NA,20,209,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,69.9,2.9899856938483547,2021
3928,5647863421,"Jul 18, 2021, 1:41:18 PM",80p by run,Run,NA,4144,9.8,190,238,FALSE,Slippy_Gs,NA,NA,4144,4132,9803,4,2.37245893478394,25,34,-2.20000004768372,37.7999992370606,9.10000038146973,-0.0204019173979759,NA,NA,81.8251113891602,94,NA,169.73078918457,NA,1123,NA,22,238,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9874.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,69.06666666666666,3.445945945945946,2021
3929,5652704861,"Jul 19, 2021, 1:37:56 PM",80p bf run,Run,Usual mediocrity.,4224,9.81,184,234,FALSE,Dark Horse,NA,NA,4224,4167,9810,4,2.3542115688324,30,27,-5,34.4000015258789,8.89999961853027,0.0224260967224836,NA,NA,81.6664733886719,97,NA,167.873428344727,NA,1140,NA,22,234,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9886.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,70.4,3.3238636363636362,2021
3930,5658102066,"Jul 20, 2021, 1:40:27 PM",85p bf run,Run,Less sore.,4084,9.81,182,221,FALSE,Slippy_Gs,NA,NA,4084,4044,9815,4.40000009536743,2.42705249786377,31,30,-1.79999995231628,37.5999984741211,10,0.0509424358606339,NA,NA,82.2402725219727,99,NA,165.948028564453,NA,1076,NA,20,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9902.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.06666666666666,3.246816846229187,2021
3931,5669424102,"Jul 22, 2021, 1:41:03 PM",Morning Run,Run,NA,4162,9.82,179,241,FALSE,Slippy_Gs,NA,NA,4162,4138,9825,4,2.37433552742004,34,28,0,37.4000015258789,12.5,0.0162849873304367,NA,NA,81.6579360961914,96,NA,166.976104736328,NA,1142,NA,23,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,69.36666666666666,3.4742912061508893,2021
3932,5674366561,"Jul 23, 2021, 1:39:48 PM",80p bf run,Run,Medium sore but bouncy. Chips salsa abs noodles. Plus melatonin.,4161,9.8,187,233,FALSE,Dark Horse,NA,NA,4161,4154,9808,4.19999980926514,2.36109781265259,27,24,-4.40000009536743,34.4000015258789,11.1000003814697,0.022430669516325,NA,NA,81.7715301513672,93,NA,167.764343261719,NA,1127,NA,20,233,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9891.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,69.35,3.3597692862292723,2021
3933,5679692018,"Jul 24, 2021, 1:41:51 PM",85p bf run,Run,NA,4214,9.84,167,197,FALSE,Slippy_Gs,NA,NA,4214,4211,9842,4,2.33721208572388,31,30,-2,37,9.10000038146973,0.036577932536602,NA,NA,82.0237808227539,98,NA,157.023788452148,NA,949,NA,19,197,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9925.7001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,70.23333333333333,2.804935927859516,2021
3934,5685420126,"Jul 25, 2021, 1:41:48 PM",85p bf run,Run,Getting better.,4290,9.76,174,148,FALSE,Dark Horse,NA,NA,4290,4282,9767,4.40000009536743,2.28094339370728,30,31,-2.40000009536743,34,9.10000038146973,0.0204771161079407,NA,NA,81.5820693969727,96,NA,152.163848876953,NA,793,NA,20,148,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9846.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,71.5,2.06993006993007,2021
3935,5690382671,"Jul 26, 2021, 1:39:03 PM",85p bf run,Run,Sore but not bad.,4315,9.81,190,276,FALSE,Slippy_Gs,NA,NA,4315,4303,9814,4,2.2807343006134,34,30,-4.59999990463257,37.5999984741211,10,0.0550234355032444,NA,NA,81.6924819946289,99,NA,173.394515991211,NA,1195,NA,21,276,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9901.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,71.91666666666667,3.837775202780996,2021
3936,5706240366,"Jul 28, 2021, 1:41:17 PM",Morning Run,Run,NA,4144,9.81,174,209,FALSE,Slippy_Gs,NA,NA,4144,4094,9813,4.59999990463257,2.39692234992981,30,24,-0.600000023841858,36.5999984741211,10,0.0285335779190063,NA,NA,81.0477294921875,91,NA,161.178405761719,NA,1073,NA,21,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9891.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,69.06666666666666,3.026061776061776,2021
3937,5706247280,"Jul 29, 2021, 1:37:13 PM",85p bf run,Run,NA,4093,9.81,182,211,FALSE,Slippy_Gs,NA,NA,4093,4019,9814,4.19999980926514,2.44190096855164,37,31,-4,37.4000015258789,10,0.0672508627176285,NA,NA,82.4788513183594,95,NA,163.87971496582,NA,1093,NA,20,211,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9900.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,68.21666666666667,3.093085756169069,2021
3938,5711214521,"Jul 30, 2021, 1:37:01 PM",85p bf run,Run,"Not bad. Sore but mild 
",4279,9.8,NA,NA,FALSE,Dark Horse,NA,NA,4279,4254,9808,3.79999995231628,2.30559468269348,31,30,-3.20000004768372,34.4000015258789,11.1000003814697,0.0530179440975189,NA,NA,81.2890319824219,97,NA,NA,NA,662,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9905.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,71.31666666666666,NA,2021
3939,5716433532,"Jul 31, 2021, 1:41:55 PM",85p bf run,Run,NA,4217,9.84,NA,NA,FALSE,Slippy_Gs,NA,NA,4217,4217,9845,4,2.33459806442261,31,33,-2.20000004768372,33.2000007629395,12,0.0101574407890439,NA,NA,82.1350784301758,96,NA,NA,NA,667,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9928.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,70.28333333333333,NA,2021
3940,5721909999,"Aug 1, 2021, 1:41:21 PM",85p bf run,Run,NA,4228,9.79,NA,NA,FALSE,Dark Horse,NA,NA,4228,4220,9797,4.80000019073486,2.3215639591217,27,31,-0.600000023841858,35.2000007629395,12.5,-0.0102072060108185,NA,NA,82.8142852783203,103,NA,NA,NA,664,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,70.46666666666667,NA,2021
3941,5726686267,"Aug 2, 2021, 1:44:03 PM",85p bf run,Run,NA,3936,9.19,184,211,FALSE,Slippy_Gs,NA,NA,3936,3878,9195,4.40000009536743,2.3710675239563,25,33,-1.79999995231628,32.5999984741211,13.3000001907349,-0.0609026663005352,NA,NA,83.4321365356445,99,NA,166.061248779297,NA,1141,NA,21,211,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9266.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.6,3.2164634146341466,2021
3942,5737999743,"Aug 4, 2021, 1:40:49 PM",85p bf run,Run,NA,4071,9.79,193,246,FALSE,Slippy_Gs,NA,NA,4071,4026,9793,4.40000009536743,2.43243908882141,25,27,-1.79999995231628,31.2000007629395,17.5,0.00816910061985254,NA,NA,83.3699340820313,105,NA,172.370590209961,NA,1119,NA,21,246,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9877.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,67.85,3.6256448047162864,2021
3943,5743362585,"Aug 5, 2021, 1:39:34 PM",90p bf run,Run,Not bad.,4249,9.83,169,203,FALSE,Dark Horse,NA,NA,4249,4173,9829,4.80000019073486,2.35537981987,30,30,-1.20000004768372,33.5999984741211,12.5,-0.00203479500487447,NA,NA,82.0606842041016,101,NA,152.340713500977,NA,1089,NA,21,203,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9903.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,70.81666666666666,2.866556836902801,2021
3944,5748498018,"Aug 6, 2021, 1:41:17 PM",85p bf run,Run,Not bad.,4151,9.8,200,241,FALSE,Slippy_Gs,NA,NA,4151,4060,9799,4.19999980926514,2.4135468006134,30,30,-2.40000009536743,34.4000015258789,8.89999961853027,-0.0285743437707424,NA,NA,82.8866500854492,101,NA,169.918579101563,NA,1121,NA,20,241,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9865.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,69.18333333333334,3.48349795230065,2021
3945,5753709136,"Aug 7, 2021, 1:38:56 PM",85p bf run,Run,NA,4197,9.76,167,142,FALSE,Dark Horse,NA,NA,4197,4177,9760,4.40000009536743,2.33660531044006,33,33,-3.40000009536743,30.6000003814697,9.10000038146973,-0.0184426233172417,NA,NA,81.9360504150391,101,NA,152.379043579102,NA,938,NA,20,142,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9828.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,69.95,2.030021443888492,2021
3946,5759272236,"Aug 8, 2021, 1:39:58 PM",85p bf run eeezy,Run,NA,4242,9.78,186,195,FALSE,Slippy_Gs,NA,NA,4242,4225,9781,5,2.31502962112427,34,34,-1.60000002384186,34.4000015258789,14,-0.016358245164156,NA,NA,81.7420120239258,104,NA,158.27734375,NA,1030,NA,18,195,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9859.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,70.7,2.758132956152758,2021
3947,5769649838,"Aug 10, 2021, 1:19:12 PM",90p bf run,Run,NA,4302,9.850000000000001,138,42,FALSE,Slippy_Gs,NA,NA,4302,4297,9853,4.19999980926514,2.29299521446228,111,118,3.79999995231628,105,25,-0.0629249960184097,NA,NA,81.6607894897461,89,NA,126.720542907715,NA,564,NA,16,42,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,10214.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,71.7,0.5857740585774058,2021
3948,5775487932,"Aug 11, 2021, 1:21:56 PM",90p bf run,Run,NA,4419,9.68,NA,NA,FALSE,Slippy_Gs,NA,NA,4419,4411,9682,3.59999990463257,2.19496703147888,110,121,1.79999995231628,107.400001525879,22.5,-0.103284448385239,NA,NA,81.2369995117188,93,NA,NA,NA,636,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,10033.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,73.65,NA,2021
3949,5781148246,"Aug 12, 2021, 1:23:27 PM",Morning Run,Run,NA,4515,9.67,166,149,FALSE,Slippy_Gs,NA,NA,4515,4512,9678,3.20000004768372,2.14494681358337,117,120,3.40000009536743,102.400001525879,20,-0.0351312272250652,NA,NA,80.4044342041016,89,NA,149.201049804688,NA,921,NA,18,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,10025.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,75.25,1.9800664451827243,2021
3950,5786268436,"Aug 13, 2021, 1:22:27 PM",95p bf run,Run,NA,4663,9.79,NA,NA,FALSE,Slippy_Gs,NA,NA,4663,4650,9798,5.40000009536743,2.10709667205811,120.443954467773,140,5.69999980926514,92.9000015258789,24.5,0,NA,NA,NA,NA,NA,NA,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,10054.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,77.71666666666667,NA,2021
