rep,Activity ID,Activity Date,Activity Name,sport,Activity Description,duration,distance,Max Heart Rate...8,relative_effort,Commute...10,Activity Gear,Athlete Weight,Bike Weight,Elapsed Time...15,Moving Time,Distance...17,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate...30,Average Heart Rate,Max Watts,Calories,Max Temperature,Average Temperature,Relative Effort...37,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute...48,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,duration_mins,relative_effort_min,year
3860,5202467675,"Apr 27, 2021, 1:34:03 PM",95p bf run,Run,NA,3879,9.76,NA,NA,FALSE,happy red laces,NA,NA,3879,3827,9763,5,2.55108451843262,38,43,-9,33.4000015258789,12.6999998092651,-0.0614565201103687,NA,NA,106,82.6452941894531,NA,NA,NA,665,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9861.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7709067,NA,NA,NA,NA,NA,64.65,NA,2021
3861,5213644761,"Apr 29, 2021, 1:42:47 PM",90p bf run,Run,NA,3934,9.83,NA,92,FALSE,Blue_Bodhis,NA,NA,3934,3886,9834,8.60000038146973,2.53062272071838,31,22,-2.59999990463257,34.4000015258789,10.8999996185303,0.00203376053832471,NA,NA,96,81.965934753418,NA,137.550079345703,NA,758,NA,20,92,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9934.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7933287,NA,NA,NA,NA,NA,65.56666666666666,1.4031520081342146,2021
3862,5218407304,"Apr 30, 2021, 1:46:31 PM",90o bf run,Run,NA,4000,9.8,NA,59,FALSE,happy red laces,NA,NA,4000,3936,9803,4.80000019073486,2.49059963226318,37,31,-6.40000009536743,33.2000007629395,11.1000003814697,-0.00408038357272744,NA,NA,97,81.8881454467773,NA,124.245727539063,NA,678,NA,20,59,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9911.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7709067,NA,NA,NA,NA,NA,66.66666666666667,0.8849999999999999,2021
3863,5224205527,"May 1, 2021, 1:41:47 PM",90p bf run,Run,NA,4205,10,NA,163,FALSE,Blue_Bodhis,NA,NA,4205,4150,10002,5,2.41012048721313,80,60,-10.1999998092651,22.2000007629395,20,0.119976006448269,NA,NA,102,83.3156356811523,NA,155.211868286133,NA,805,NA,15,163,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,10339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7933287,NA,NA,NA,NA,NA,70.08333333333333,2.3258026159334126,2021
3864,5230705734,"May 2, 2021, 1:44:30 PM",90p bf run,Run,NA,4360,9.77,NA,191,FALSE,Blue_Bodhis,NA,NA,4360,4317,9777,3.59999990463257,2.26476716995239,72,62,-8,24.7999992370605,20,0.108417712152004,NA,NA,102,82.0336685180664,NA,158.443954467773,NA,977,NA,16,191,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,10043.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7933287,NA,NA,NA,NA,NA,72.66666666666667,2.6284403669724767,2021
3865,5235825504,"May 3, 2021, 1:46:34 PM",90p bf run,Run,NA,4039,9.76,NA,16,FALSE,happy red laces,NA,NA,4039,3978,9765,4.40000009536743,2.45475101470947,34,34,-5,32.7999992370606,10,0.0102406553924084,NA,NA,104,81.9914016723633,NA,119.532814025879,NA,510,NA,19,16,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9863.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7709067,NA,NA,NA,NA,NA,67.31666666666666,0.23768259470165884,2021
3866,5251722430,"May 5, 2021, 1:33:51 PM",Morning Run,Run,NA,3957,9.77,NA,12,FALSE,Blue_Bodhis,NA,NA,3957,3876,9775,4.59999990463257,2.52192974090576,40,37,-5.80000019073486,39.2000007629395,10,-0.0470588244497776,NA,NA,129,82.1444702148438,NA,106.077369689941,NA,367,NA,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9895.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7933287,NA,NA,NA,NA,NA,65.95,0.1819560272934041,2021
3867,5251836469,"May 6, 2021, 1:51:03 PM",100p bf run,Run,NA,4015,9.76,NA,110,FALSE,happy red laces,NA,NA,4015,3956,9760,5,2.46713852882385,37,43,-5.40000009536743,39.7999992370606,11.1000003814697,-0.0737704932689667,NA,NA,101,81.3922424316406,NA,146.06233215332,NA,620,NA,17,110,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9852.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7709067,NA,NA,NA,NA,NA,66.91666666666667,1.643835616438356,2021
3868,5257361036,"May 7, 2021, 3:17:52 PM",85p bf run,Run,Too much salt and salsa.,4417,10.82,NA,NA,FALSE,Blue_Bodhis,NA,NA,4417,4392,10823,4.19999980926514,2.46425318717957,49,13,-8.19999980926514,32.4000015258789,13.3000001907349,0.360343724489212,NA,NA,98,81.6581039428711,NA,NA,NA,741,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,11046.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7933287,NA,NA,NA,NA,NA,73.61666666666666,NA,2021
3869,5262433245,"May 8, 2021, 1:51:12 PM",Morning Run,Run,NA,3917,9.78,NA,NA,FALSE,Blue_Bodhis,NA,NA,3917,3901,9780,4.40000009536743,2.50704956054688,31,31,-2.79999995231628,31.7999992370605,9.10000038146973,0.0163599178195,NA,NA,99,81.8625640869141,NA,NA,NA,669,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9890.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7933287,NA,NA,NA,NA,NA,65.28333333333333,NA,2021
3870,5268728127,"May 9, 2021, 1:50:19 PM",85p bf run,Run,NA,4065,9.79,NA,61,FALSE,Blue_Bodhis,NA,NA,4065,4065,9798,4.19999980926514,2.41033220291138,37,34,-3.59999990463257,34.7999992370606,11.1000003814697,-0.0204123295843601,NA,NA,99,81.3123931884766,NA,124.09635925293,NA,613,NA,19,61,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9887.7001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7933287,NA,NA,NA,NA,NA,67.75,0.9003690036900369,2021
3871,5278927998,"May 11, 2021, 1:48:21 PM",90p bf run,Run,NA,4099,9.77,201,128,FALSE,Dark Horse,NA,NA,4099,3959,9775,5.19999980926514,2.46905779838562,31,22,-5,30.3999996185303,11.1000003814697,0.0286445021629334,NA,NA,81.0703353881836,108,NA,148.024505615234,NA,814,NA,18,128,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9879.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,68.31666666666666,1.8736277140766042,2021
3872,5284524950,"May 12, 2021, 1:48:14 PM",90p bf run,Run,Way too many chips and salsa.,3985,9.75,194,140,FALSE,Dark Horse,NA,NA,3985,3867,9751,4.80000019073486,2.52159285545349,31,25,-7,30,11.1000003814697,0.0492257215082645,NA,NA,81.2763137817383,100,NA,149.020874023438,NA,909,NA,19,140,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9870.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,66.41666666666667,2.1079046424090335,2021
3873,5290388171,"May 13, 2021, 1:53:15 PM",90p bf run,Run,NA,4012,9.75,175,120,FALSE,Dark Horse,NA,NA,4012,3974,9751,4.80000019073486,2.45369911193848,31,28,-3.40000009536743,31.7999992370605,11.3999996185303,0.0512767918407917,NA,NA,80.8924713134766,100,NA,147.160568237305,NA,807,NA,18,120,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9865.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,66.86666666666666,1.794616151545364,2021
3874,5295864715,"May 14, 2021, 1:49:10 PM",99p bf run,Run,NA,4027,9.81,NA,NA,FALSE,Dark Horse,NA,NA,4027,4010,9809,4,2.44613456726074,34,31,-4.59999990463257,31.7999992370605,11.1000003814697,0.0183504950255156,NA,NA,80.8683929443359,94,NA,NA,NA,668,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9920.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,67.11666666666666,NA,2021
3875,5301563430,"May 15, 2021, 1:51:46 PM",95p bf run,Run,NA,4038,9.82,194,202,FALSE,Dark Horse,NA,NA,4038,4019,9820,4.59999990463257,2.44339394569397,34,27,-4.59999990463257,31.6000003814697,11.1000003814697,0.0468431785702705,NA,NA,80.91552734375,119,NA,164.118316650391,NA,996,NA,19,202,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9924.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,67.3,3.00148588410104,2021
3876,5312442007,"May 17, 2021, 1:49:05 PM",90p bf run,Run,NA,3895,9.77,200,122,FALSE,Dark Horse,NA,NA,3895,3862,9778,4.19999980926514,2.53184866905212,31,22,-1.20000004768372,30.3999996185303,10.8999996185303,0.0593168325722218,NA,NA,81.6367263793945,95,NA,151.315643310547,NA,822,NA,18,122,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9897.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.91666666666667,1.8793324775353015,2021
3877,5317928897,"May 18, 2021, 1:46:04 PM",Morning Run,Run,NA,3847,9.78,189,159,FALSE,Dark Horse,NA,NA,3847,3805,9789,4.59999990463257,2.57266759872437,31,34,-3.59999990463257,32.5999984741211,9.10000038146973,0.0183879863470793,NA,NA,81.8556976318359,102,NA,157.676193237305,NA,918,NA,19,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9894.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.11666666666666,2.479854432024955,2021
3878,5323555163,"May 19, 2021, 1:30:48 PM",95p bf run,Run,NA,3904,9.76,167,97,FALSE,Dark Horse,NA,NA,3904,3834,9763,4.40000009536743,2.54642677307129,28,28,-6,32.4000015258789,12,0.06965072453022,NA,NA,82.2178802490234,101,NA,140.842010498047,NA,797,NA,20,97,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9885.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,65.06666666666666,1.4907786885245902,2021
3879,5329292569,"May 20, 2021, 1:37:11 PM",95p bf run,Run,NA,3731,9.81,NA,NA,FALSE,Dark Horse,NA,NA,3731,3727,9817,6,2.63402199745178,34,35,-4.80000019073486,33.4000015258789,13.3000001907349,-0.0203728228807449,NA,NA,83.9530334472656,98,NA,NA,NA,665,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9904.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,62.18333333333333,NA,2021
3880,5334354753,"May 21, 2021, 1:39:02 PM",100bf run,Run,NA,3880,9.76,NA,NA,FALSE,Dark Horse,NA,NA,3880,3862,9764,4.59999990463257,2.52822375297546,46,43,-12,31.6000003814697,11.1000003814697,0.0614502243697643,NA,NA,82.4498443603516,94,NA,NA,NA,662,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9904.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.66666666666667,NA,2021
3881,5345677649,"May 23, 2021, 2:01:06 PM",Morning Run,Run,NA,3849,9.81,NA,NA,FALSE,Dark Horse,NA,NA,3849,3825,9813,8.60000038146973,2.56549024581909,25,27,-5.80000019073486,32.2000007629395,12.1999998092651,-0.00611433805897832,NA,NA,82.4006271362305,100,NA,NA,NA,665,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9912.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.15,NA,2021
3882,5350825636,"May 24, 2021, 1:40:09 PM",Morning Run,Run,NA,3944,9.83,147,23,FALSE,Dark Horse,NA,NA,3944,3878,9830,5,2.5348117351532,28,38,-6.59999990463257,34.4000015258789,8.89999961853027,-0.0183112919330597,NA,NA,82.1537170410156,96,NA,112.215141296387,NA,652,NA,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9944.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,65.73333333333333,0.34989858012170383,2021
3883,5355732784,"May 25, 2021, 1:38:52 PM",95p bf run,Run,NA,3828,9.78,175,161,FALSE,Dark Horse,NA,NA,3828,3794,9783,4.40000009536743,2.57854509353638,25,31,-2.20000004768372,36.5999984741211,10,-0.0613308809697628,NA,NA,82.1484985351563,95,NA,156.997985839844,NA,931,NA,21,161,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9856.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,63.8,2.523510971786834,2021
3884,5361398047,"May 26, 2021, 1:39:06 PM",90p bf run,Run,NA,3829,9.8,182,135,FALSE,Dark Horse,NA,NA,3829,3807,9804,4.40000009536743,2.57525610923767,31,41,-2.40000009536743,39.2000007629395,8.89999961853027,-0.0836393311619759,NA,NA,82.5615997314453,98,NA,153.204162597656,NA,772,NA,21,135,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9890.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,63.81666666666667,2.115434839383651,2021
3885,5366837084,"May 27, 2021, 1:43:15 PM",90p bf run,Run,NA,3992,9.870000000000001,187,125,FALSE,Dark Horse,NA,NA,3992,3942,9877,6.90000009536743,2.50558090209961,28,31,-4.19999980926514,30.2000007629395,12.5,0.0141743440181017,NA,NA,81.6895294189453,95,NA,149.357147216797,NA,752,NA,20,125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9981.7001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,66.53333333333333,1.8787575150300602,2021
3886,5377744677,"May 29, 2021, 1:42:26 PM",90p bf run,Run,NA,3961,9.8,184,170,FALSE,Dark Horse,NA,NA,3961,3911,9803,6,2.50652003288269,31,38,-7.40000009536743,34.2000007629395,10,-0.0367234535515308,NA,NA,82.096923828125,111,NA,159.640594482422,NA,949,NA,19,170,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9903.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,66.01666666666667,2.575107296137339,2021
3887,5384005271,"May 30, 2021, 1:42:14 PM",90p bf run,Run,NA,3982,9.79,NA,NA,FALSE,Dark Horse,NA,NA,3982,3969,9797,4.80000019073486,2.46837997436523,31,40,-11.3999996185303,32.4000015258789,10.8999996185303,0.0510360300540924,NA,NA,81.8980255126953,103,NA,NA,NA,665,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9923.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,66.36666666666666,NA,2021
3888,5389058636,"May 31, 2021, 1:41:21 PM",85p bf run,Run,Way too much salt and vitamins.,3976,9.79,191,183,FALSE,Dark Horse,NA,NA,3976,3942,9794,4.59999990463257,2.48452568054199,28,31,-4,34.2000007629395,10.8999996185303,-0.0387992635369301,NA,NA,82.2535781860352,153,NA,160.073348999023,NA,831,NA,19,183,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9896.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,66.26666666666667,2.761569416498994,2021
3889,5394742541,"Jun 1, 2021, 1:40:17 PM",95p bf run,Run,NA,3928,9.77,180,155,FALSE,Dark Horse,NA,NA,3928,3914,9772,4.59999990463257,2.49667859077454,31,31,-4.59999990463257,37.2000007629395,10,-0.0532132610678673,NA,NA,82.7508697509766,100,NA,155.091217041016,NA,862,NA,18,155,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9862.7001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,65.46666666666667,2.3676171079429733,2021
3890,5401014886,"Jun 2, 2021, 1:40:51 PM",90p bf run,Run,NA,3879,9.8,190,162,FALSE,Dark Horse,NA,NA,3879,3844,9805,6.19999980926514,2.55072832107544,28,41,-9,37,12.1999998092651,-0.055073942989111,NA,NA,82.5315475463867,106,NA,157.930297851563,NA,801,NA,19,162,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.65,2.5058004640371228,2021
3891,5412320058,"Jun 4, 2021, 1:42:05 PM",90p bf run,Run,NA,3876,9.77,192,188,FALSE,Dark Horse,NA,NA,3876,3842,9775,4.5,2.54424786567688,31,34,0,35.7999992370606,10.8999996185303,-0.0265984646975994,NA,NA,81.9660110473633,102,NA,161.368087768555,NA,934,NA,20,188,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9874.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.6,2.910216718266254,2021
3892,5418118927,"Jun 5, 2021, 1:47:11 PM",95p bf run,Run,NA,3853,9.82,182,109,FALSE,Dark Horse,NA,NA,3853,3832,9822,5,2.56315231323242,31,37,-1.20000004768372,37.4000015258789,14,-0.0264711864292622,NA,NA,82.6958770751953,101,NA,145.275390625,NA,788,NA,19,109,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9915.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.21666666666667,1.6973786659745653,2021
3893,5424452995,"Jun 6, 2021, 1:40:58 PM",95p bf run,Run,NA,4042,9.79,139,42,FALSE,Dark Horse,NA,NA,4042,4008,9798,4.80000019073486,2.4446108341217,31,30,-1,37.7999992370606,10.8999996185303,-0.0449071228504181,NA,NA,82.3760070800781,100,NA,129.346374511719,NA,631,NA,19,42,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9885.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,67.36666666666666,0.6234537357743691,2021
3894,5429642774,"Jun 7, 2021, 1:53:39 PM",90p bf run,Run,Poor night sleep. Moved boxes for 3 hours so sore too.,3771,9.81,171,103,FALSE,Dark Horse,NA,NA,3771,3756,9813,4.59999990463257,2.61261987686157,25,28,-1.39999997615814,38,10,-0.0407622531056404,NA,NA,83.7308044433594,99,NA,146.595184326172,NA,736,NA,19,103,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9886.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,62.85,1.6388225934765315,2021
3895,5435070113,"Jun 8, 2021, 1:44:00 PM",95p bf run,Run,NA,3783,9.82,179,92,FALSE,Dark Horse,NA,NA,3783,3774,9822,5,2.60254383087158,31,28,-0.200000002980232,37.5999984741211,11.1000003814697,-0.020362451672554,NA,NA,83.0115737915039,107,NA,141.157409667969,NA,717,NA,19,92,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9911.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,63.05,1.4591593973037273,2021
3896,5446626064,"Jun 10, 2021, 1:41:47 PM",90p bf run,Run,NA,3799,9.8,NA,NA,FALSE,Slippy_Gs,NA,NA,3799,3725,9801,5.40000009536743,2.63114094734192,34,31,-2,35.4000015258789,10.8000001907349,0,NA,NA,83.2684097290039,108,NA,NA,NA,668,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9895.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,63.31666666666667,NA,2021
3897,5452038747,"Jun 11, 2021, 1:41:56 PM",90p bf run,Run,NA,3854,9.81,189,182,FALSE,Slippy_Gs,NA,NA,3854,3735,9817,4.59999990463257,2.6283802986145,28,27,-1.60000002384186,32.5999984741211,10.8999996185303,0.00407456466928124,NA,NA,83.0777893066406,101,NA,161.050979614258,NA,981,NA,21,182,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,64.23333333333333,2.8334198235599377,2021
3898,5457589877,"Jun 12, 2021, 1:40:50 PM",90p bf run,Run,So sore in neck and shoulders.,3909,9.8,205,122,FALSE,Slippy_Gs,NA,NA,3909,3869,9803,4.59999990463257,2.53372955322266,24,27,-3.79999995231628,34.5999984741211,11.1000003814697,0,NA,NA,82.3015975952148,104,NA,148.573181152344,NA,669,NA,21,122,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9869.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.15,1.8726016884113583,2021
3899,5463721777,"Jun 13, 2021, 1:41:45 PM",85p bf run,Run,NA,3942,9.82,184,155,FALSE,Dark Horse,NA,NA,3942,3940,9824,4.19999980926514,2.49340105056763,34,37,-6.59999990463257,33.5999984741211,9.10000038146973,0.00203583063557744,NA,NA,81.7877426147461,95,NA,153.309585571289,NA,981,NA,19,155,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9896.099609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,65.7,2.359208523592085,2021
3900,5468694928,"Jun 14, 2021, 1:41:51 PM",90p bf run,Run,Sore right side still,3965,9.79,118,15,FALSE,Slippy_Gs,NA,NA,3965,3936,9795,4.40000009536743,2.48856711387634,24,34,-1.60000002384186,35.7999992370606,8.89999961853027,-0.0387953035533428,NA,NA,81.9122619628906,98,NA,117.913688659668,NA,542,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9864.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,66.08333333333333,0.2269861286254729,2021
3901,5480446852,"Jun 16, 2021, 1:34:39 PM",Morning Run,Run,NA,3909,9.83,72,5,FALSE,Slippy_Gs,NA,NA,3909,3909,9838,4.19999980926514,2.51675629615784,31,28,-3.40000009536743,34.4000015258789,9.10000038146973,0.0609880052506924,NA,NA,81.6120834350586,99,NA,72,NA,184,NA,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,9935.7001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.15,0.07674597083653108,2021
3902,5485487881,"Jun 17, 2021, 1:42:23 PM",85p bf run,Run,Still sore on right side. Plus way too much salt.,3851,9.83,64,4,FALSE,Dark Horse,NA,NA,3851,3827,9838,4.19999980926514,2.57068204879761,27,25,-0.200000002980232,34.4000015258789,8,0,NA,NA,82.528564453125,95,NA,64,NA,104,NA,21,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9900.900390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,64.18333333333334,0.06232147494157361,2021
3903,5490576849,"Jun 18, 2021, 1:43:31 PM",85p bf run,Run,NA,3943,9.83,182,186,FALSE,Slippy_Gs,NA,NA,3943,3821,9833,4.40000009536743,2.57341003417969,28,28,-2.59999990463257,38,9.10000038146973,-0.0264415740966797,NA,NA,83.6492004394531,107,NA,160.904357910156,NA,991,NA,20,186,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9893.7001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,65.71666666666667,2.8303322343393353,2021
3904,5495838078,"Jun 19, 2021, 1:48:14 PM",85p bf run,Run,Too much salt.  Right shoulder and neck still messed up. Pain.,4008,9.82,182,211,FALSE,Slippy_Gs,NA,NA,4008,4008,9820,4,2.45009970664978,24,31,-8.60000038146973,29.6000003814697,8.89999961853027,0.00814663991332054,NA,NA,82.0330200195313,95,NA,161.791915893555,NA,1004,NA,21,211,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625260,NA,NA,NA,NA,NA,66.8,3.158682634730539,2021
3905,5501982829,"Jun 20, 2021, 1:47:36 PM",85p bf run,Run,Neck and shoulders still messed up. Right lat and trap.,4115,9.78,186,150,FALSE,Dark Horse,NA,NA,4115,4095,9784,4.40000009536743,2.38925528526306,30,34,-4.80000019073486,32.4000015258789,10,-0.0286181513220072,NA,NA,81.8409118652344,101,NA,152.582275390625,NA,803,NA,18,150,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,9847.2001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440148,NA,NA,NA,NA,NA,68.58333333333333,2.187120291616039,2021
